ID,Company,TypeName,Inches,Price,ram_gb,weight_kg,touchscreen,ips_panel,res_w,res_h,cpu_brand,cpu_tier,cpu_ghz,cpu_gen,ssd_gb,hdd_gb,flash_gb,gpu_brand,gpu_tier,os
205,Lenovo,Gaming,15.6,74485.44,16,2.4,0,0,1920,1080,Intel,i7,2.8,7,512,0,0,Nvidia,2,NoOS
206,Dell,Notebook,15.6,23389.92,6,2.3,1,0,1366,768,Intel,i3,2.4,7,0,1024,0,Intel,0,Win10
207,Dell,Ultrabook,13.3,103842.72,8,1.21,1,1,3840,2160,Intel,i7,1.8,8,256,0,0,Intel,0,Win10
208,Dell,Ultrabook,13.3,77202.72,8,1.2,0,0,1920,1080,Intel,i7,1.8,8,256,0,0,Intel,0,Win10
209,Lenovo,Notebook,15.6,31808.16,8,2.2,0,0,1366,768,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
210,Acer,Notebook,15.6,41505.12,8,2.4,0,0,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Linux
211,Asus,Gaming,17.3,74964.95999999999,16,2.9,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
212,HP,Notebook,15.6,18594.72,4,2.1,0,0,1920,1080,Intel,i3,,6,0,500,0,Intel,0,NoOS
213,Lenovo,Notebook,15.6,29250.72,8,2.2,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,NoOS
214,Huawei,Ultrabook,13.0,79866.72,8,1.05,0,1,2160,1440,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
215,Dell,Ultrabook,13.3,49650.5664,8,1.4,0,1,1920,1080,Intel,i7,1.8,8,256,0,0,AMD,1,Win10
216,Lenovo,Notebook,17.3,31381.92,8,2.8,0,0,1600,900,Intel,i5,2.5,7,0,1024,0,Nvidia,1,NoOS
217,HP,Notebook,14.0,54931.68,8,1.63,0,0,1920,1080,Intel,i7,1.8,8,256,0,0,Nvidia,1,Win10
218,Dell,Ultrabook,14.0,61218.72,8,1.6,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
219,Dell,2 in 1 Convertible,13.3,68145.12,16,1.62,1,0,1920,1080,Intel,i7,1.8,8,512,0,0,Intel,0,Win10
220,Dell,Notebook,15.6,36089.208,8,2.2,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,AMD,1,Linux
221,Lenovo,2 in 1 Convertible,14.0,47898.72,8,1.74,0,1,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
222,Toshiba,Ultrabook,13.3,72620.64,8,1.2,0,0,1920,1080,Intel,i7,2.5,6,256,0,0,Intel,0,Win10
223,HP,Notebook,15.6,42304.32,8,2.1,0,0,1920,1080,Intel,i5,1.6,8,0,1024,0,Intel,0,Win10
224,Dell,Gaming,17.3,130873.7952,16,4.42,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
225,Acer,Notebook,15.6,44328.96,8,2.2,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
226,Dell,Notebook,15.6,45768.0528,16,2.3,1,0,1920,1080,Intel,i7,2.7,7,0,1024,0,AMD,1,Win10
227,Asus,Notebook,15.6,40972.32,8,2.0,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,1,Win10
228,Asus,Notebook,17.3,47472.48,8,2.69,0,0,1920,1080,Intel,i5,2.5,7,256,500,0,Nvidia,1,Win10
229,HP,Notebook,15.6,67612.31999999999,8,1.9,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,AMD,3,Win10
230,Asus,Notebook,15.6,21258.1872,4,2.37,0,0,1366,768,Intel,i3,2.4,7,0,1024,0,Intel,0,Win10
231,HP,Notebook,15.6,17582.399999999998,4,2.1,0,0,1366,768,AMD,Other,1.5,0,0,500,0,AMD,1,Win10
232,Lenovo,Gaming,15.6,79866.72,16,3.2,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
233,Dell,Notebook,14.0,45767.52,8,1.6,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
234,Acer,2 in 1 Convertible,13.3,36709.92,8,1.6,1,1,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
235,Dell,Notebook,15.6,47898.72,16,2.36,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,AMD,1,Linux
236,Acer,Notebook,15.6,20779.2,4,2.1,0,0,1366,768,Intel,i3,,6,0,1024,0,Intel,0,Linux
237,Asus,Notebook,15.6,30636.0,4,2.2,0,0,1920,1080,AMD,Other,2.5,9,128,1024,0,AMD,1,Win10
238,Asus,Gaming,17.3,207259.2,32,4.7,0,0,1920,1080,Intel,i7,2.9,7,512,1024,0,Nvidia,3,Win10
239,Acer,Gaming,15.6,45074.88,8,2.5,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
240,Lenovo,Notebook,15.6,31381.92,8,2.2,0,0,1366,768,Intel,i3,,6,128,0,0,Intel,0,Win10
241,Asus,Notebook,17.3,61005.6,8,2.1,0,0,1920,1080,Intel,i7,1.8,8,128,1024,0,Nvidia,1,Win10
242,Asus,Notebook,17.3,47365.92,8,2.69,0,0,1920,1080,Intel,i7,2.7,7,128,1024,0,Nvidia,1,NoOS
243,Dell,Gaming,15.6,46833.12,8,2.56,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
244,Lenovo,2 in 1 Convertible,13.9,57489.12,8,1.38,1,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
245,Dell,Notebook,15.6,52480.8,8,2.2,0,0,1920,1080,Intel,i7,1.8,8,128,2048,0,AMD,1,Win10
246,HP,Notebook,15.6,29783.52,8,2.04,1,0,1366,768,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
247,Asus,Gaming,17.3,159786.72,16,3.6,0,0,1920,1080,Intel,i7,2.9,7,256,0,0,Nvidia,3,Win10
248,HP,Notebook,13.3,35964.0,4,1.49,0,1,1920,1080,Intel,i5,1.6,8,0,500,0,Intel,0,Win10
249,Apple,Ultrabook,13.3,108691.2,8,1.37,0,1,2560,1600,Intel,i5,3.1,0,512,0,0,Intel,0,macOS
250,Dell,2 in 1 Convertible,15.6,43636.32,8,2.08,1,1,1920,1080,Intel,i7,1.8,8,0,1024,0,Intel,0,Win10
251,Asus,Gaming,17.3,95850.72,16,4.3,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,1,Win10
252,Asus,Notebook,15.6,24988.32,4,1.68,0,0,1366,768,AMD,Other,,0,0,1024,0,AMD,1,Win10
253,Lenovo,2 in 1 Convertible,13.9,98514.72,8,1.37,1,1,1920,1080,Intel,i7,1.8,8,512,0,0,Intel,0,Win10
254,Acer,Notebook,17.3,37402.56,4,3.0,0,1,1920,1080,Intel,i3,2.7,7,256,0,0,Nvidia,2,Win10
255,Dell,Ultrabook,13.3,50562.72,8,1.41,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
256,HP,Notebook,15.6,23757.552,8,1.91,0,0,1366,768,AMD,Other,2.5,0,128,0,0,AMD,1,Win10
257,HP,Notebook,17.3,56423.52,16,2.9,0,1,1920,1080,Intel,i7,1.8,8,0,1024,0,Nvidia,2,Win10
258,MSI,Gaming,17.3,133146.72,16,4.14,0,0,1920,1080,Intel,i7,2.8,7,512,1024,0,Nvidia,3,Win10
259,Lenovo,2 in 1 Convertible,15.6,90522.72,8,2.0,1,1,1920,1080,Intel,i7,2.8,7,512,0,0,Nvidia,2,Win10
260,Dell,Notebook,17.3,60845.76,8,2.8,0,0,1920,1080,Intel,i7,1.8,8,128,1024,0,AMD,1,Win10
261,Lenovo,Notebook,15.6,23656.32,4,2.2,0,0,1920,1080,Intel,i3,,6,256,0,0,Intel,0,NoOS
262,HP,Notebook,15.6,38468.16,4,2.1,0,1,1920,1080,Intel,i5,1.6,8,0,500,0,Intel,0,Win10
263,Dell,Notebook,15.6,35004.96,4,2.18,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
264,Dell,Notebook,15.6,30103.2,8,2.24,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,AMD,1,Win10
265,Dell,2 in 1 Convertible,15.6,42570.72,8,2.67,1,0,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
266,Asus,2 in 1 Convertible,13.3,79866.72,8,1.1,1,0,1920,1080,Intel,i7,1.8,8,1024,0,0,Intel,0,Win10
267,Lenovo,Notebook,15.6,24881.76,4,2.2,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,NoOS
268,HP,Notebook,17.3,54239.04,8,2.5,0,0,1920,1080,Intel,i7,1.8,8,0,1024,0,Nvidia,1,Win10
269,Lenovo,Notebook,15.6,46886.4,8,2.05,0,0,1920,1080,Intel,i7,1.8,8,256,0,0,Intel,0,Win10
270,Apple,Ultrabook,13.3,104370.192,8,1.37,0,1,2560,1600,Intel,i5,2.9,0,512,0,0,Intel,0,macOS
271,Asus,Gaming,17.3,82530.72,16,3.2,0,0,1920,1080,AMD,Ryzen,,0,256,1024,0,AMD,2,Win10
272,Dell,Notebook,15.6,39164.5296,8,2.14,0,0,1920,1080,Intel,i7,1.8,8,256,0,0,AMD,1,Linux
273,Lenovo,2 in 1 Convertible,14.0,133146.72,16,1.36,1,0,2560,1440,Intel,i7,2.6,6,512,0,0,Intel,0,Win10
274,Toshiba,Notebook,15.6,43263.36,8,2.2,0,0,1366,768,Intel,i7,2.5,6,0,500,0,Nvidia,1,Win10
275,Dell,Notebook,15.6,37992.3696,12,2.3,0,0,1366,768,Intel,i7,2.7,7,0,1024,0,Intel,0,Win10
276,Dell,Notebook,17.3,58554.72,8,2.8,0,0,1920,1080,Intel,i7,1.8,8,128,1024,0,AMD,1,Linux
277,Acer,Notebook,15.6,39693.6,8,2.2,0,1,1920,1080,Intel,i7,1.8,8,0,1024,0,Nvidia,2,Win10
278,Lenovo,Notebook,17.3,26053.92,4,2.8,0,0,1600,900,Intel,i3,,6,0,1024,0,Intel,0,Win10
279,Lenovo,Notebook,17.3,45234.72,8,2.8,0,0,1920,1080,Intel,i7,1.8,8,0,2048,0,Nvidia,2,NoOS
280,Lenovo,Notebook,17.3,45767.52,6,2.8,0,0,1600,900,Intel,i7,2.7,7,128,1024,0,Nvidia,1,Win10
281,Dell,Notebook,15.6,22803.84,4,2.25,0,0,1920,1080,Intel,i3,2.0,6,0,1024,0,AMD,1,Linux
282,Lenovo,Gaming,15.6,44169.12,8,2.5,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
283,Lenovo,Notebook,15.6,30849.12,6,2.2,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
284,Acer,Notebook,15.6,50669.28,8,3.0,0,1,1920,1080,Intel,i7,1.8,8,256,0,0,Nvidia,2,Win10
285,Acer,Notebook,15.6,35111.52,12,2.15,1,1,1920,1080,Intel,i7,2.7,7,0,1024,0,Intel,0,Win10
286,Lenovo,Notebook,15.6,58448.16,8,1.95,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
287,Asus,Ultrabook,15.6,52054.56,8,1.7,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,1,Win10
288,Lenovo,Gaming,15.6,62817.12,16,2.5,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
289,Lenovo,Notebook,15.6,35112.0528,8,2.2,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,Nvidia,1,NoOS
290,Acer,Notebook,15.6,10602.72,2,2.19,0,0,1366,768,Intel,Celeron,1.5,3,16,0,0,Intel,0,Linux
291,Asus,Gaming,17.3,63243.36,8,3.0,0,0,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Win10
292,HP,Notebook,17.3,26053.92,8,2.54,0,0,1600,900,Intel,i3,,6,0,1024,0,Intel,0,Win10
293,Dell,Notebook,15.6,97449.12,8,2.0,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,2,Win10
294,Lenovo,Notebook,15.6,39373.92,8,2.05,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
295,Lenovo,Gaming,15.6,69210.72,8,3.2,0,1,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Win10
296,Acer,Notebook,15.6,52161.12,8,2.5,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,2,Linux
297,Dell,Workstation,17.3,153705.3408,16,3.42,0,0,1920,1080,Intel,i7,2.9,7,256,0,0,Nvidia,3,Win10
298,Lenovo,Notebook,15.6,26586.72,6,2.4,0,0,1920,1080,AMD,Other,2.4,9,0,1024,0,AMD,1,Win10
299,Asus,Ultrabook,15.6,78215.04,16,1.63,0,0,1920,1080,Intel,i7,2.7,7,512,0,0,Nvidia,1,Win10
300,Asus,Notebook,14.0,27119.52,4,1.3,0,0,1366,768,Intel,i3,2.4,7,128,0,0,Intel,0,Win10
301,Asus,Gaming,17.3,113060.16,16,2.9,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
302,Lenovo,Notebook,17.3,34578.72,6,2.8,0,0,1600,900,Intel,i5,2.5,7,0,1024,0,Nvidia,1,Win10
303,Lenovo,Notebook,15.6,29250.72,8,2.2,0,0,1366,768,Intel,i5,2.5,7,0,2048,0,Nvidia,1,NoOS
304,Asus,Gaming,15.6,67399.2,8,2.5,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
305,Lenovo,Notebook,15.6,19180.2672,4,2.2,0,0,1366,768,Intel,Pentium,1.1,0,0,1024,0,Intel,0,NoOS
306,HP,2 in 1 Convertible,13.3,105228.0,16,1.28,1,0,1920,1080,Intel,i7,2.8,7,256,0,0,Intel,0,Win10
307,Toshiba,Notebook,15.6,55571.04,8,2.2,0,1,1920,1080,Intel,i7,2.5,6,256,0,0,Nvidia,1,Win10
308,Lenovo,Notebook,15.6,43636.32,8,2.3,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,1,Win10
309,HP,Notebook,15.6,24988.32,4,1.86,0,0,1920,1080,Intel,i3,,6,0,1024,0,Intel,0,Win10
310,Lenovo,Notebook,13.3,53226.72,8,1.1,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
311,Dell,Ultrabook,13.3,133146.72,16,1.21,1,1,3840,2160,Intel,i7,1.8,8,1024,0,0,Intel,0,Win10
312,MSI,Gaming,15.6,111834.72,16,2.8,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
313,Acer,Notebook,15.6,24988.32,8,2.23,0,0,1920,1080,AMD,Other,2.2,0,256,0,0,AMD,1,Win10
314,Asus,2 in 1 Convertible,11.6,14652.0,2,1.1,1,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
315,Dell,Notebook,15.6,44968.32,8,2.33,0,0,1920,1080,Intel,i5,1.6,8,128,1024,0,AMD,1,Win10
316,HP,2 in 1 Convertible,13.3,130482.72,16,1.29,1,1,3840,2160,Intel,i7,1.8,8,1024,0,0,Intel,0,Win10
317,Lenovo,Notebook,13.3,24503.472,4,1.45,0,0,1366,768,Intel,Celeron,1.6,3,0,0,16,Intel,0,Linux
318,HP,Notebook,14.0,52214.4,8,1.95,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
319,Acer,Notebook,11.6,25840.8,4,1.4,0,0,1366,768,Intel,Pentium,1.6,0,0,0,128,Intel,0,Win10
320,HP,Notebook,14.0,68837.76,8,1.48,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
321,Lenovo,Notebook,17.3,31381.92,4,2.79,0,0,1600,900,Intel,i5,2.5,7,0,1024,0,Nvidia,1,Win10
322,Asus,Notebook,14.0,58288.32,8,2.0,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
323,HP,Notebook,15.6,48058.56,8,2.1,0,1,1366,768,Intel,i7,1.8,8,0,1024,0,Intel,0,Win10
324,Acer,Notebook,15.6,35111.52,8,2.2,0,0,1366,768,AMD,Other,2.7,9,256,0,0,AMD,2,Win10
325,Lenovo,Notebook,14.0,15557.76,4,1.44,0,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
326,Acer,Notebook,15.6,29250.72,6,2.23,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
327,Asus,Ultrabook,15.6,55938.672,8,1.7,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
328,HP,Ultrabook,12.5,71128.8,8,1.26,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
329,Dell,Notebook,15.6,140605.91999999998,32,2.06,1,0,3840,2160,Intel,i7,2.8,7,1024,0,0,Nvidia,2,Win10
330,MSI,Gaming,17.3,63882.72,8,2.7,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
331,Toshiba,Notebook,15.6,50243.04,8,2.0,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
332,Asus,Notebook,14.0,71075.52,8,2.0,0,0,1920,1080,Intel,i7,2.7,7,256,1024,0,Intel,0,Win10
333,Lenovo,Notebook,15.6,23922.72,4,1.85,0,0,1920,1080,Intel,i3,,6,0,1024,0,Intel,0,Win10
334,Asus,Gaming,15.6,53226.72,8,2.5,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,2,Win10
335,HP,Notebook,14.0,67559.04,8,1.48,0,0,1920,1080,Intel,i5,2.6,7,256,0,0,Intel,0,Win10
336,Dell,Ultrabook,15.6,55890.72,8,1.9,0,1,1920,1080,Intel,i5,1.6,8,128,1024,0,Nvidia,1,Win10
337,HP,Notebook,15.6,60952.32,8,1.84,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
338,Asus,Notebook,15.6,14651.4672,4,2.0,0,0,1366,768,Intel,Celeron,1.1,0,0,1024,0,Intel,0,Linux
339,Dell,Notebook,15.6,60885.72,8,2.0,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,Nvidia,1,Win10
340,Dell,Notebook,15.6,14646.672,4,2.2,0,0,1366,768,Intel,Celeron,1.6,0,0,500,0,Intel,0,Linux
341,Lenovo,Notebook,15.6,47898.72,12,2.2,0,0,1920,1080,AMD,Other,3.6,9,0,2048,0,AMD,1,Win10
342,HP,Notebook,15.6,38148.48,8,2.1,0,1,1920,1080,Intel,i3,2.4,7,0,1024,0,Nvidia,1,Win10
343,Lenovo,2 in 1 Convertible,13.9,111834.72,16,1.4,1,1,3840,2160,Intel,i7,1.8,8,512,0,0,Intel,0,Win10
344,Dell,Ultrabook,13.3,84129.12,8,1.2,0,0,1920,1080,Intel,i7,1.8,8,256,0,0,Intel,0,Win10
345,Lenovo,Gaming,15.6,60153.12,16,2.4,0,1,1920,1080,Intel,i7,2.8,7,256,2048,0,Nvidia,2,Win10
346,HP,Notebook,14.0,14865.12,2,1.44,0,0,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Win10
347,Dell,Ultrabook,15.6,85672.1088,16,1.88,0,0,1920,1080,Intel,i7,1.9,8,768,0,0,Intel,0,Win10
348,Asus,2 in 1 Convertible,11.6,19980.0,4,1.5,1,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
349,Dell,Ultrabook,15.6,35324.64,8,1.9,0,0,1920,1080,Intel,i5,1.6,8,0,1024,0,AMD,1,Win10
350,Dell,Notebook,15.6,108020.9376,16,2.06,1,0,3840,2160,Intel,i7,2.8,7,512,0,0,Nvidia,2,Win10
351,HP,Notebook,15.6,69477.12,8,1.84,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
352,MSI,Gaming,17.3,75071.52,8,2.7,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
353,HP,Workstation,15.6,92615.0256,8,2.6,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,3,Win10
354,Toshiba,Notebook,15.6,74751.84,16,2.4,0,1,1920,1080,Intel,i7,2.5,6,512,0,0,Nvidia,1,Win10
355,Dell,Notebook,15.6,51729.55199999999,8,2.02,0,0,1920,1080,Intel,i7,1.8,8,128,2048,0,AMD,1,Win10
356,Lenovo,Notebook,15.6,17155.627200000003,4,2.2,0,0,1366,768,Intel,Celeron,1.1,0,0,1024,0,Intel,0,NoOS
357,Dell,Gaming,15.6,53226.72,8,2.65,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,2,Win10
358,Dell,Notebook,15.6,29696.6736,8,2.36,1,0,1366,768,Intel,i5,2.5,7,0,2048,0,Intel,0,Win10
359,Dell,Notebook,14.0,76030.56,8,1.36,0,0,1920,1080,Intel,i5,2.6,7,256,0,0,Intel,0,Win10
360,HP,Notebook,15.6,23389.92,4,1.86,0,0,1366,768,Intel,i3,,6,0,500,0,Intel,0,Win10
361,Asus,Notebook,14.0,50349.6,8,2.0,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
362,Lenovo,Notebook,17.3,38308.32,6,2.8,0,0,1600,900,Intel,i5,2.5,7,128,1024,0,Nvidia,1,Win10
363,HP,Notebook,15.6,34045.92,8,1.86,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
364,Lenovo,Notebook,15.6,26586.72,8,2.2,0,0,1366,768,Intel,i3,,6,256,0,0,Nvidia,1,NoOS
365,HP,Notebook,15.6,20725.92,8,2.04,0,0,1366,768,Intel,Pentium,1.6,0,0,2048,0,Intel,0,Win10
366,Dell,Notebook,17.3,57808.8,8,2.8,0,0,1920,1080,Intel,i5,1.6,8,128,1024,0,AMD,1,Win10
367,Lenovo,Gaming,15.6,43103.52,8,2.4,0,1,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,NoOS
368,Dell,Notebook,15.6,47898.72,8,2.33,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,AMD,1,Win10
369,HP,Ultrabook,14.0,93240.0,8,1.36,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
370,Asus,2 in 1 Convertible,15.6,58554.72,12,2.26,1,0,1920,1080,Intel,i7,2.7,7,512,2048,0,Nvidia,1,Win10
371,Acer,Notebook,15.6,22697.28,4,2.1,0,0,1366,768,AMD,Other,,0,128,0,0,AMD,1,Win10
372,Asus,Gaming,17.3,117162.72,16,3.25,0,1,1920,1080,AMD,Ryzen,,0,256,1024,0,AMD,2,Win10
373,Lenovo,Notebook,17.3,26053.92,4,2.6,0,0,1600,900,AMD,Other,2.2,0,128,0,0,AMD,1,Win10
374,Dell,2 in 1 Convertible,13.3,46300.85279999999,8,1.62,1,0,1920,1080,Intel,i7,1.8,8,256,0,0,Intel,0,Win10
375,HP,Notebook,15.6,26053.3872,4,1.91,0,0,1920,1080,AMD,Other,,0,256,0,0,AMD,1,Win10
376,Lenovo,Netbook,11.6,29463.84,4,1.59,0,1,1366,768,Intel,Celeron,1.1,0,128,0,0,Intel,0,Win10
377,Dell,Notebook,15.6,16463.52,4,1.8,0,0,1366,768,Intel,Celeron,1.6,0,0,500,0,Intel,0,Win10
378,Asus,Notebook,14.0,15238.08,4,1.5,0,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
379,Acer,Notebook,15.6,45074.88,8,2.4,0,0,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Linux
380,HP,Gaming,17.3,63456.48,8,3.35,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
381,Lenovo,Notebook,15.6,21498.48,4,1.85,0,0,1920,1080,Intel,i3,,6,128,0,0,Intel,0,NoOS
382,Asus,Gaming,15.6,88178.4,8,2.3,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
383,Lenovo,Notebook,14.0,58554.72,8,1.5,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,1,Win10
384,Asus,Ultrabook,13.3,93181.392,16,1.1,1,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
385,Lenovo,Ultrabook,14.0,121584.96,8,1.13,0,1,2560,1440,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
386,Lenovo,Notebook,13.3,29250.72,4,1.5,0,1,1920,1080,Intel,i3,2.4,7,128,0,0,Intel,0,Win10
387,Dell,Workstation,15.6,72940.31999999999,8,2.23,0,0,1920,1080,Intel,i5,2.6,6,0,500,0,AMD,3,Win10
388,Dell,Workstation,15.6,113752.8,8,2.0,0,1,1920,1080,Intel,i7,2.7,6,256,0,0,Nvidia,3,Win10
389,Lenovo,2 in 1 Convertible,14.0,133679.52,16,1.42,1,0,2560,1440,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
390,Asus,Gaming,17.3,55357.92,8,3.0,0,0,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Win10
391,Asus,Gaming,17.3,84768.48,16,3.0,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
392,Acer,Notebook,15.6,36975.7872,12,2.2,0,1,1366,768,Intel,i5,1.6,8,0,1024,0,Nvidia,2,Win10
393,MSI,Gaming,17.3,71874.72,8,2.7,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,2,Win10
394,Dell,Notebook,15.6,41498.1936,8,2.33,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,AMD,1,Linux
395,HP,Ultrabook,15.6,26586.72,4,1.91,0,0,1920,1080,AMD,Other,,0,256,0,0,AMD,1,Win10
396,Lenovo,Notebook,15.6,65510.9568,8,2.1,0,1,1920,1080,Intel,i7,1.8,8,256,0,0,AMD,2,Win10
397,Lenovo,Notebook,14.0,49976.64,8,1.9,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
398,Dell,Workstation,15.6,144495.36,8,1.78,1,0,3840,2160,Intel,i7,2.8,7,256,0,0,Nvidia,3,Win10
399,Lenovo,Ultrabook,14.0,139860.0,16,1.13,0,1,2560,1440,Intel,i7,2.7,7,1024,0,0,Intel,0,Win10
400,Lenovo,Notebook,15.6,16303.68,4,2.2,0,0,1366,768,Intel,Celeron,1.1,0,0,1024,0,Intel,0,Win10
401,Asus,Gaming,17.3,81465.12,16,2.9,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
402,Lenovo,Notebook,15.6,60978.96,8,2.1,0,1,1920,1080,Intel,i5,1.6,8,256,1024,0,AMD,2,Win10
403,Acer,Notebook,15.6,46833.12,8,2.5,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,2,Linux
404,MSI,Gaming,17.3,119826.72,16,2.8,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
405,Asus,Ultrabook,14.0,99793.44,8,1.1,0,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
406,Toshiba,Ultrabook,13.3,93080.16,16,1.2,0,0,1920,1080,Intel,i7,2.5,6,512,0,0,Intel,0,Win10
407,Dell,Ultrabook,14.0,89510.4,8,1.36,0,0,1920,1080,Intel,i7,2.8,7,512,0,0,Intel,0,Win10
408,Lenovo,Notebook,15.6,21791.52,4,2.2,0,0,1920,1080,Intel,i3,,6,0,500,0,Intel,0,Win10
409,Lenovo,Notebook,11.6,16221.096,2,1.15,0,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
410,Lenovo,Workstation,15.6,102564.0,8,2.67,0,0,1920,1080,Intel,i7,2.8,7,512,0,0,Nvidia,3,Win10
